CDMA Fwd 출력(or AGC) (Avg)
RANGE = 26
UPPER = 22
17.5 dB = 0.5
17.0 dB = 0.5
16.5 dB = 0.5
16.0 dB = 0.5
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE RVS ATT 2
RANGE = 61
UPPER = 30.0
30.0 dB = 1.0
29.5 dB = 1.0
29.0 dB = 1.0
28.5 dB = 1.0
28.0 dB = 1.0
27.5 dB = 1.0
27.0 dB = 1.0
26.5 dB = 1.0
26.0 dB = 1.0
25.5 dB = 1.0
25.0 dB = 1.0
24.5 dB = 1.0
24.0 dB = 1.0
23.5 dB = 1.0
23.0 dB = 0.5
22.5 dB = 0.5
22.0 dB = 0.5
21.5 dB = 0.5
21.0 dB = 0.5
20.5 dB = 0.5
20.0 dB = 0.5
19.5 dB = 0.5
19.0 dB = 0.5
18.5 dB = 0.5
18.0 dB = 0.5
17.5 dB = 0.5
17.0 dB = 0.5
16.5 dB = 0.5
16.0 dB = 0.5
15.5 dB = 0.5
15.0 dB = 0.5
14.5 dB = 0.5
14.0 dB = 0.5
13.5 dB = 0.5
13.0 dB = 0.5
12.5 dB = 0.5
12.0 dB = 0.5
11.5 dB = 0.5
11.0 dB = 0.5
10.5 dB = 0.5
10.0 dB = 0.5
9.5 dB = 0.5
9.0 dB = 0.5
8.5 dB = 0.5
8.0 dB = 0.5
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE RVS ATT 3
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.5
23.0 dB = 0.5
22.5 dB = 0.5
22.0 dB = 0.5
21.5 dB = 0.5
21.0 dB = 0.5
20.5 dB = 0.5
20.0 dB = 0.5
19.5 dB = 0.5
19.0 dB = 0.5
18.5 dB = 0.5
18.0 dB = 0.5
17.5 dB = 0.5
17.0 dB = 0.5
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
CDMA/LTE FWD ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 0.0
29.5 dB = 0.0
29.0 dB = 0.0
28.5 dB = 0.0
28.0 dB = 0.0
27.5 dB = 0.0
27.0 dB = 0.0
26.5 dB = 0.0
26.0 dB = 0.0
25.5 dB = 0.0
25.0 dB = 0.0
24.5 dB = 0.0
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
CDMA/LTE RVS ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.5
23.0 dB = 0.5
22.5 dB = 0.5
22.0 dB = 0.5
21.5 dB = 0.5
21.0 dB = 0.5
20.5 dB = 0.5
20.0 dB = 0.5
19.5 dB = 0.5
19.0 dB = 0.5
18.5 dB = 0.5
18.0 dB = 0.5
17.5 dB = 0.5
17.0 dB = 0.5
16.5 dB = 0.5
16.0 dB = 0.5
15.5 dB = 0.5
15.0 dB = 0.5
14.5 dB = 0.5
14.0 dB = 0.5
13.5 dB = 0.5
13.0 dB = 0.5
12.5 dB = 0.5
12.0 dB = 0.5
11.5 dB = 0.5
11.0 dB = 0.5
10.5 dB = 0.5
10.0 dB = 0.5
9.5 dB = 0.5
9.0 dB = 0.5
8.5 dB = 0.5
8.0 dB = 0.5
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A1 FWD ATT 1
RANGE = 0
UPPER = 0.0
LTE-A1 FWD ATT 2
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A1 RVS ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A1 RVS ATT 2
RANGE = 61
UPPER = 30.0
30.0 dB = 0.0
29.5 dB = 0.0
29.0 dB = 0.0
28.5 dB = 0.0
28.0 dB = 0.0
27.5 dB = 0.0
27.0 dB = 0.0
26.5 dB = 0.0
26.0 dB = 0.0
25.5 dB = 0.0
25.0 dB = 0.0
24.5 dB = 0.0
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A1 RVS ATT 3
RANGE = 61
UPPER = 30.0
30.0 dB = 0.0
29.5 dB = 0.0
29.0 dB = 0.0
28.5 dB = 0.0
28.0 dB = 0.0
27.5 dB = 0.0
27.0 dB = 0.0
26.5 dB = 0.0
26.0 dB = 0.0
25.5 dB = 0.0
25.0 dB = 0.0
24.5 dB = 0.0
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A2 FWD ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.0
25.0 dB = 0.0
24.5 dB = 0.0
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A2 FWD ATT 2
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A2 RVS ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 1.0
29.5 dB = 1.0
29.0 dB = 1.0
28.5 dB = 1.0
28.0 dB = 1.0
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.5
23.0 dB = 0.5
22.5 dB = 0.5
22.0 dB = 0.5
21.5 dB = 0.5
21.0 dB = 0.5
20.5 dB = 0.5
20.0 dB = 0.5
19.5 dB = 0.5
19.0 dB = 0.5
18.5 dB = 0.5
18.0 dB = 0.5
17.5 dB = 0.5
17.0 dB = 0.5
16.5 dB = 0.5
16.0 dB = 0.5
15.5 dB = 0.5
15.0 dB = 0.5
14.5 dB = 0.5
14.0 dB = 0.5
13.5 dB = 0.5
13.0 dB = 0.5
12.5 dB = 0.5
12.0 dB = 0.5
11.5 dB = 0.5
11.0 dB = 0.5
10.5 dB = 0.5
10.0 dB = 0.5
9.5 dB = 0.5
9.0 dB = 0.5
8.5 dB = 0.5
8.0 dB = 0.5
7.5 dB = 0.5
7.0 dB = 0.5
6.5 dB = 0.5
6.0 dB = 0.5
5.5 dB = 0.5
5.0 dB = 0.5
4.5 dB = 0.5
4.0 dB = 0.5
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A2 RVS ATT 2
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.5
23.0 dB = 0.5
22.5 dB = 0.5
22.0 dB = 0.5
21.5 dB = 0.5
21.0 dB = 0.5
20.5 dB = 0.5
20.0 dB = 0.5
19.5 dB = 0.5
19.0 dB = 0.5
18.5 dB = 0.5
18.0 dB = 0.5
17.5 dB = 0.5
17.0 dB = 0.5
16.5 dB = 0.5
16.0 dB = 0.5
15.5 dB = 0.5
15.0 dB = 0.5
14.5 dB = 0.5
14.0 dB = 0.5
13.5 dB = 0.5
13.0 dB = 0.5
12.5 dB = 0.5
12.0 dB = 0.5
11.5 dB = 0.5
11.0 dB = 0.5
10.5 dB = 0.5
10.0 dB = 0.5
9.5 dB = 0.5
9.0 dB = 0.5
8.5 dB = 0.5
8.0 dB = 0.5
7.5 dB = 0.5
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A2 RVS ATT 3
RANGE = 61
UPPER = 30.0
30.0 dB = 0.5
29.5 dB = 0.5
29.0 dB = 0.5
28.5 dB = 0.5
28.0 dB = 0.5
27.5 dB = 0.5
27.0 dB = 0.5
26.5 dB = 0.5
26.0 dB = 0.5
25.5 dB = 0.5
25.0 dB = 0.5
24.5 dB = 0.5
24.0 dB = 0.5
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A(공통부) FWD ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 0.0
29.5 dB = 0.0
29.0 dB = 0.0
28.5 dB = 0.0
28.0 dB = 0.0
27.5 dB = 0.0
27.0 dB = 0.0
26.5 dB = 0.0
26.0 dB = 0.0
25.5 dB = 0.0
25.0 dB = 0.0
24.5 dB = 0.0
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
LTE-A(공통부) RVS ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 0.0
29.5 dB = 0.0
29.0 dB = 0.0
28.5 dB = 0.0
28.0 dB = 0.0
27.5 dB = 0.0
27.0 dB = 0.0
26.5 dB = 0.0
26.0 dB = 0.0
25.5 dB = 0.0
25.0 dB = 0.0
24.5 dB = 0.0
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
WCDMA FWD ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = -0.5
29.5 dB = -0.5
29.0 dB = -0.5
28.5 dB = -0.5
28.0 dB = -0.5
27.5 dB = -0.5
27.0 dB = -0.5
26.5 dB = -0.5
26.0 dB = -0.5
25.5 dB = -0.5
25.0 dB = -0.5
24.5 dB = -0.5
24.0 dB = -0.5
23.5 dB = -0.5
23.0 dB = -0.5
22.5 dB = -0.5
22.0 dB = -0.5
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
WCDMA FWD ATT 2
RANGE = 61
UPPER = 30.0
30.0 dB = -0.5
29.5 dB = -0.5
29.0 dB = -0.5
28.5 dB = -0.5
28.0 dB = -0.5
27.5 dB = -0.5
27.0 dB = -0.5
26.5 dB = -0.5
26.0 dB = -0.5
25.5 dB = -0.5
25.0 dB = -0.5
24.5 dB = -0.5
24.0 dB = -0.5
23.5 dB = -0.5
23.0 dB = -0.5
22.5 dB = -0.5
22.0 dB = -0.5
21.5 dB = -0.5
21.0 dB = -0.5
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
11.5 dB = 0.0
11.0 dB = 0.0
10.5 dB = 0.0
10.0 dB = 0.0
9.5 dB = 0.0
9.0 dB = 0.0
8.5 dB = 0.0
8.0 dB = 0.0
7.5 dB = 0.0
7.0 dB = 0.0
6.5 dB = 0.0
6.0 dB = 0.0
5.5 dB = 0.0
5.0 dB = 0.0
4.5 dB = 0.0
4.0 dB = 0.0
3.5 dB = 0.0
3.0 dB = 0.0
2.5 dB = 0.0
2.0 dB = 0.0
1.5 dB = 0.0
1.0 dB = 0.0
0.5 dB = 0.0
0.0 dB = 0.0
WCDMA RVS ATT 1
RANGE = 61
UPPER = 30.0
30.0 dB = 0.0
29.5 dB = 0.0
29.0 dB = 0.0
28.5 dB = 0.0
28.0 dB = 0.0
27.5 dB = 0.0
27.0 dB = 0.0
26.5 dB = 0.0
26.0 dB = 0.0
25.5 dB = 0.0
25.0 dB = 0.0
24.5 dB = 0.0
24.0 dB = 0.0
23.5 dB = 0.0
23.0 dB = 0.0
22.5 dB = 0.0
22.0 dB = 0.0
21.5 dB = 0.0
21.0 dB = 0.0
20.5 dB = 0.0
20.0 dB = 0.0
19.5 dB = 0.0
19.0 dB = 0.0
18.5 dB = 0.0
18.0 dB = 0.0
17.5 dB = 0.0
17.0 dB = 0.0
16.5 dB = 0.0
16.0 dB = 0.0
15.5 dB = 0.0
15.0 dB = 0.0
14.5 dB = 0.0
14.0 dB = 0.0
13.5 dB = 0.0
13.0 dB = 0.0
12.5 dB = 0.0
12.0 dB = 0.0
